0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.791330692739318452e-03,0.000000000000000000e+00
1.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.009341585870256269e-02
2.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.321262633864365432e-01
3.000000000000000000e+02,3.811713571735517864e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.207186670167249620e-02
4.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.891180358129046349e-02
5.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.894520285274872790e-02
6.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.628075854275639056e-01
7.000000000000000000e+02,2.791330692739318452e-03,3.850215729025775659e-03,0.000000000000000000e+00,2.023302030612597613e-02
8.000000000000000000e+02,1.924480394467422599e-03,1.029020335908247333e-02,3.086450704711439941e-03,4.445205907115946237e-02
9.000000000000000000e+02,0.000000000000000000e+00,4.781554948711680408e-02,9.052109680177049256e-03,5.801037006629753551e-02
1.000000000000000000e+03,2.424956851370814372e-03,5.271197984053405117e-02,5.939664188678790355e-03,3.731052869095542041e-02
1.100000000000000000e+03,0.000000000000000000e+00,3.187100271630488590e-02,0.000000000000000000e+00,2.397887025945223682e-02
1.200000000000000000e+03,0.000000000000000000e+00,2.082799139014164802e-01,0.000000000000000000e+00,8.450803082200146477e-02
1.300000000000000000e+03,7.014841408747534042e-03,1.100757462846526091e-01,0.000000000000000000e+00,5.272345531515543193e-02
1.400000000000000000e+03,3.344858792848401548e-03,3.212913477898133446e-02,0.000000000000000000e+00,6.731887168100252061e-02
1.500000000000000000e+03,0.000000000000000000e+00,4.970738709992107707e-02,0.000000000000000000e+00,7.964857588242460484e-02
1.600000000000000000e+03,0.000000000000000000e+00,1.252861278087140928e-01,0.000000000000000000e+00,1.215327256699757358e-02
1.700000000000000000e+03,0.000000000000000000e+00,1.461110931125678414e-01,0.000000000000000000e+00,2.105657648309349969e-02
1.800000000000000000e+03,0.000000000000000000e+00,6.690197750672192967e-02,2.627982437627809920e-03,3.784479707734480364e-02
1.900000000000000000e+03,0.000000000000000000e+00,1.757742184773525562e-01,1.065372348798027634e-02,2.171919988827191728e-01
2.000000000000000000e+03,0.000000000000000000e+00,1.313073553180506836e-01,3.493226815759467585e-02,2.375108072651676769e-02
2.100000000000000000e+03,4.071044501532877086e-02,1.424828715937850321e-01,4.061590425828384004e-02,1.387651444363814934e-01
2.200000000000000000e+03,1.407254002666385173e-01,3.517951533579825873e-02,1.045134460407306093e-01,2.665337153380012980e-01
2.300000000000000000e+03,7.721302280208400259e-02,2.157950567941858411e-01,2.156735499786319454e-01,3.615600774161143588e-02
