0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+02,1.642170069091514542e-02,2.575685587119016465e-03
3.000000000000000000e+02,2.990923804214549314e-02,0.000000000000000000e+00
4.000000000000000000e+02,0.000000000000000000e+00,3.412772975051934707e-03
5.000000000000000000e+02,3.635996351568401841e-02,3.278296102870718008e-03
6.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+03,4.048639341106292228e-03,3.889106796995733112e-03
1.200000000000000000e+03,2.876773749884642233e-03,0.000000000000000000e+00
1.300000000000000000e+03,2.876773749884642233e-03,0.000000000000000000e+00
1.400000000000000000e+03,1.207574384532562328e-01,1.176572401166815079e-01
1.500000000000000000e+03,7.007391877444794914e-02,4.891251342058355184e-02
1.600000000000000000e+03,0.000000000000000000e+00,8.763199841404283041e-02
1.700000000000000000e+03,3.992981113475543159e-02,2.707890504482784316e-02
1.800000000000000000e+03,1.526726362058801745e-01,1.167897626531984867e-01
1.900000000000000000e+03,7.074170228006758376e-02,4.091350870111711002e-02
2.000000000000000000e+03,5.060195187970215058e-02,4.463485997957448298e-02
2.100000000000000000e+03,6.728410125676562159e-02,0.000000000000000000e+00
2.200000000000000000e+03,0.000000000000000000e+00,4.691403987830571054e-02
2.300000000000000000e+03,1.452409514842244176e-02,2.343592275691789087e-02
2.400000000000000000e+03,4.651367645643661453e-02,0.000000000000000000e+00
2.500000000000000000e+03,5.139093256056158354e-02,3.740066568280035059e-02
2.600000000000000000e+03,1.900373707367314022e-02,4.353858993411276884e-02
2.700000000000000000e+03,5.788743597542607248e-03,6.585875227560653022e-02
2.800000000000000000e+03,4.095853101640765243e-02,9.999354749308261847e-02
2.900000000000000000e+03,1.144793177688634145e-02,9.815078913360547608e-02
3.000000000000000000e+03,3.086450704711439941e-03,1.149182571965289557e-01
3.100000000000000000e+03,0.000000000000000000e+00,2.240563884089096999e-02
3.200000000000000000e+03,3.912583562439957141e-02,1.073241023774027109e-01
3.300000000000000000e+03,3.416016894668362502e-02,8.323084291977683735e-02
3.400000000000000000e+03,5.336627582345650905e-02,4.586205344288198787e-02
3.500000000000000000e+03,4.568696972912211079e-02,1.719582941306881385e-01
3.600000000000000000e+03,9.241498483195996483e-02,1.583439584587001403e-01
3.700000000000000000e+03,2.392654007453758891e-01,6.855148614900938298e-02
3.800000000000000000e+03,2.192132088807992596e-01,3.856219502240641056e-02
3.900000000000000000e+03,2.066754061753979521e-01,1.348026714633924483e-01
4.000000000000000000e+03,2.652597447755728477e-01,9.363768362895825981e-02
4.100000000000000000e+03,2.101468353225406926e-01,8.239681475254360954e-02
4.200000000000000000e+03,2.208409828788293061e-01,7.812553007743790190e-02
4.300000000000000000e+03,2.459017774796440625e-01,7.974061746552137120e-02
4.400000000000000000e+03,1.916869508127223565e-01,1.196406924686443385e-01
4.500000000000000000e+03,2.806506421567252496e-01,1.387979029342837345e-01
4.600000000000000000e+03,2.739045321087780760e-01,1.001459929794006748e-01
4.700000000000000000e+03,2.549798723161813552e-01,2.315872701598533090e-01
4.800000000000000000e+03,2.782227232162497454e-01,2.328240607801512485e-01
4.900000000000000000e+03,2.509778706297274287e-01,2.172211537323071040e-01
5.000000000000000000e+03,2.550219674381177803e-01,2.167174825078491962e-01
5.100000000000000000e+03,2.378267638635479519e-01,2.344747506132600634e-01
5.200000000000000000e+03,2.526940218909510816e-01,2.384113980284942036e-01
5.300000000000000000e+03,8.019234291687028782e-02,2.052803374792195323e-01
5.400000000000000000e+03,1.035720393097880748e-01,2.491381294414727887e-01
5.500000000000000000e+03,9.101963497785249893e-03,2.384908325137617968e-01
5.600000000000000000e+03,1.996103769705233066e-01,3.241273020606027511e-01
5.700000000000000000e+03,1.287702316734788965e-01,2.864943912574664520e-01
5.800000000000000000e+03,1.890884575755150676e-01,3.278325476902922975e-01
5.900000000000000000e+03,2.114090439361141494e-01,2.870602914891717816e-01
6.000000000000000000e+03,2.548195625295253675e-01,3.067765132839508357e-01
6.100000000000000000e+03,2.200767291583934637e-01,3.213313366741814558e-01
6.200000000000000000e+03,2.706280793969902398e-01,3.090426170431597175e-01
6.300000000000000000e+03,2.864628980191465391e-01,2.800594619192828816e-01
6.400000000000000000e+03,2.493081545118872588e-01,3.049710543635988369e-01
6.500000000000000000e+03,2.594770679361602661e-01,2.880624075281327245e-01
6.600000000000000000e+03,3.188664905009639394e-01,2.472142335578723094e-01
6.700000000000000000e+03,3.084285430566468533e-01,3.318998910370211664e-01
6.800000000000000000e+03,3.120364436383489815e-01,2.916003849505729995e-01
6.900000000000000000e+03,3.112433160869703674e-01,2.925696016782853848e-01
7.000000000000000000e+03,3.336894428835374682e-01,3.291528260456192956e-01
7.100000000000000000e+03,3.038235535147925659e-01,2.969777958413069019e-01
7.200000000000000000e+03,3.224814502418902329e-01,2.692678474084743701e-01
7.300000000000000000e+03,2.700991308987703010e-01,3.132743465874834876e-01
7.400000000000000000e+03,3.214283982492310843e-01,3.163661500817367966e-01
7.500000000000000000e+03,3.197395347524334963e-01,2.922082043615779612e-01
7.600000000000000000e+03,2.928136774456217006e-01,3.007131204931497992e-01
7.700000000000000000e+03,2.812098855886915882e-01,3.113406474438073501e-01
7.800000000000000000e+03,2.971009333005827369e-01,3.252007471116808990e-01
7.900000000000000000e+03,2.820069330598192203e-01,3.133353895889998686e-01
8.000000000000000000e+03,3.073438058456026134e-01,3.311462550984004549e-01
8.100000000000000000e+03,2.887481528768065520e-01,3.190751972824859561e-01
