0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+02,9.000000000000000222e-01
2.000000000000000000e+02,4.599999999999999645e+00
3.000000000000000000e+02,4.500000000000000000e+00
4.000000000000000000e+02,5.400000000000000355e+00
5.000000000000000000e+02,5.650000000000000355e+00
6.000000000000000000e+02,8.699999999999999289e+00
7.000000000000000000e+02,4.549999999999999822e+00
8.000000000000000000e+02,5.500000000000000000e+00
9.000000000000000000e+02,7.549999999999999822e+00
1.000000000000000000e+03,1.050000000000000000e+01
1.100000000000000000e+03,7.700000000000000178e+00
1.200000000000000000e+03,4.500000000000000000e+00
1.300000000000000000e+03,1.040000000000000036e+01
1.400000000000000000e+03,8.099999999999999645e+00
1.500000000000000000e+03,1.500000000000000000e+00
1.600000000000000000e+03,8.000000000000000000e+00
1.700000000000000000e+03,4.750000000000000000e+00
1.800000000000000000e+03,6.599999999999999645e+00
1.900000000000000000e+03,9.650000000000000355e+00
2.000000000000000000e+03,1.150000000000000000e+01
2.100000000000000000e+03,1.109999999999999964e+01
2.200000000000000000e+03,7.650000000000000355e+00
2.300000000000000000e+03,1.209999999999999964e+01
2.400000000000000000e+03,1.455000000000000071e+01
2.500000000000000000e+03,1.744999999999999929e+01
2.600000000000000000e+03,1.305000000000000071e+01
2.700000000000000000e+03,1.175000000000000000e+01
2.800000000000000000e+03,9.000000000000000000e+00
2.900000000000000000e+03,1.225000000000000000e+01
3.000000000000000000e+03,1.075000000000000000e+01
3.100000000000000000e+03,1.215000000000000036e+01
3.200000000000000000e+03,1.409999999999999964e+01
3.300000000000000000e+03,1.234999999999999964e+01
3.400000000000000000e+03,1.034999999999999964e+01
3.500000000000000000e+03,5.650000000000000355e+00
3.600000000000000000e+03,1.225000000000000000e+01
3.700000000000000000e+03,1.819999999999999929e+01
3.800000000000000000e+03,5.700000000000000178e+00
3.900000000000000000e+03,9.550000000000000711e+00
4.000000000000000000e+03,1.419999999999999929e+01
4.100000000000000000e+03,2.850000000000000089e+00
4.200000000000000000e+03,1.100000000000000000e+01
4.300000000000000000e+03,9.050000000000000711e+00
4.400000000000000000e+03,9.900000000000000355e+00
4.500000000000000000e+03,1.390000000000000036e+01
4.600000000000000000e+03,1.669999999999999929e+01
4.700000000000000000e+03,1.450000000000000000e+01
4.800000000000000000e+03,1.980000000000000071e+01
4.900000000000000000e+03,1.555000000000000071e+01
5.000000000000000000e+03,1.675000000000000000e+01
5.100000000000000000e+03,1.655000000000000071e+01
5.200000000000000000e+03,2.014999999999999858e+01
5.300000000000000000e+03,1.155000000000000071e+01
5.400000000000000000e+03,1.580000000000000071e+01
5.500000000000000000e+03,1.985000000000000142e+01
5.600000000000000000e+03,1.605000000000000071e+01
5.700000000000000000e+03,1.830000000000000071e+01
5.800000000000000000e+03,1.885000000000000142e+01
5.900000000000000000e+03,1.689999999999999858e+01
6.000000000000000000e+03,1.889999999999999858e+01
6.100000000000000000e+03,1.344999999999999929e+01
6.200000000000000000e+03,2.080000000000000071e+01
6.300000000000000000e+03,1.644999999999999929e+01
6.400000000000000000e+03,2.069999999999999929e+01
6.500000000000000000e+03,2.160000000000000142e+01
6.600000000000000000e+03,1.900000000000000000e+01
6.700000000000000000e+03,1.935000000000000142e+01
6.800000000000000000e+03,1.810000000000000142e+01
6.900000000000000000e+03,1.864999999999999858e+01
7.000000000000000000e+03,2.244999999999999929e+01
7.100000000000000000e+03,1.644999999999999929e+01
7.200000000000000000e+03,1.789999999999999858e+01
7.300000000000000000e+03,1.750000000000000000e+01
7.400000000000000000e+03,1.950000000000000000e+01
7.500000000000000000e+03,1.819999999999999929e+01
7.600000000000000000e+03,1.590000000000000036e+01
7.700000000000000000e+03,2.669999999999999929e+01
7.800000000000000000e+03,2.450000000000000000e+01
7.900000000000000000e+03,2.069999999999999929e+01
8.000000000000000000e+03,2.185000000000000142e+01
8.100000000000000000e+03,2.260000000000000142e+01
8.200000000000000000e+03,1.725000000000000000e+01
8.300000000000000000e+03,2.569999999999999929e+01
8.400000000000000000e+03,1.500000000000000000e+01
8.500000000000000000e+03,2.100000000000000000e+01
8.600000000000000000e+03,2.314999999999999858e+01
8.700000000000000000e+03,2.400000000000000000e+01
8.800000000000000000e+03,2.419999999999999929e+01
8.900000000000000000e+03,1.844999999999999929e+01
9.000000000000000000e+03,2.789999999999999858e+01
9.100000000000000000e+03,2.300000000000000000e+01
9.200000000000000000e+03,2.644999999999999929e+01
9.300000000000000000e+03,2.375000000000000000e+01
9.400000000000000000e+03,2.644999999999999929e+01
9.500000000000000000e+03,2.469999999999999929e+01
9.600000000000000000e+03,2.485000000000000142e+01
9.700000000000000000e+03,2.339999999999999858e+01
9.800000000000000000e+03,2.635000000000000142e+01
9.900000000000000000e+03,2.475000000000000000e+01
